0.10.6	id=tus_00age	filters=list(unit = "spent", age = "total", sex = "total", acl00 = c("sleep", "eat", "^employ", " (family|personal) care", "^leisure", "^study", "except travel"))	exact_match=FALSE	date_filter=eval(yr)	label=TRUE	ignore.case=TRUE	perl=TRUE
0.10.6	id=tus_00age	filters=list(unit = "spent", age = "total", sex = "total", acl00 = c("sleep", "eat", "^employ", " (family|personal) care", "^leisure", "^study", "except travel"))	exact_match=FALSE	date_filter=eval(yr)	label=TRUE	stringsAsFactors=FALSE	force_local_filter=TRUE	ignore.case=TRUE	perl=TRUE
0.10.6	id=tus_00age	filters=list(unit = "Participation time", age = "total", sex = "total", acl00 = c("^study", "^empl"))	exact_match=FALSE	date_filter=eval(yr)	label=TRUE	stringsAsFactors=FALSE	force_local_filter=TRUE	ignore.case=TRUE	perl=TRUE
0.10.6	id=tus_00age	filters=list(unit = "Participation time", age = "total", acl00 = "household.*care")	exact_match=FALSE	date_filter=eval(yr)	label=TRUE	stringsAsFactors=FALSE	force_local_filter=TRUE	ignore.case=TRUE	perl=TRUE
0.10.6	id=tus_00educ	filters=list(unit = "Participation rate", age = "total", acl00 = "household.*care", sex = "male", isced97 = "^all")	exact_match=FALSE	date_filter=eval(yr)	label=TRUE	stringsAsFactors=FALSE	ignore.case=TRUE	perl=TRUE
0.10.6	id=tus_00educ	filters=list(unit = "Participation rate", age = "total", acl00 = "^food|^clean", sex = "male", isced97 = "^all")	exact_match=FALSE	date_filter=eval(yr)	label=TRUE	stringsAsFactors=FALSE	ignore.case=TRUE	perl=TRUE
0.10.6	id=tus_00educ	filters=list(unit = "Participation rate", age = "total", acl00 = "^iron|^laund", sex = "male", isced97 = "^all")	exact_match=FALSE	date_filter=eval(yr)	label=TRUE	stringsAsFactors=FALSE	ignore.case=TRUE	perl=TRUE
0.10.6	id=tus_00educ	filters=list(unit = "Participation rate", age = "total", acl00 = "^shop", sex = "male", isced97 = "^all")	exact_match=FALSE	date_filter=eval(yr)	label=TRUE	stringsAsFactors=FALSE	ignore.case=TRUE	perl=TRUE
0.10.6	id=tus_00educ	filters=list(unit = "Participation rate", age = "total", acl00 = "^child|^teach", sex = "male", isced97 = "^all")	exact_match=FALSE	date_filter=eval(yr)	label=TRUE	stringsAsFactors=FALSE	ignore.case=TRUE	perl=TRUE
0.10.6	id=tus_00educ	filters=list(unit = "Participation rate", age = "total", acl00 = "^const", sex = "male", isced97 = "^all")	exact_match=FALSE	date_filter=eval(yr)	label=TRUE	stringsAsFactors=FALSE	ignore.case=TRUE	perl=TRUE
0.10.6	id=tus_00educ	filters=list(unit = "Participation rate", age = "total", acl00 = "^garden", sex = "male", isced97 = "^all")	exact_match=FALSE	date_filter=eval(yr)	label=TRUE	stringsAsFactors=FALSE	ignore.case=TRUE	perl=TRUE
0.10.6	id=tus_00educ2	filters=list(unit = "Participation time", age = "total", acl00 = "^tv|^radio", sex = "total", isced97 = "^all")	exact_match=FALSE	date_filter=eval(yr)	label=TRUE	stringsAsFactors=FALSE	force_local_filter=TRUE	ignore.case=TRUE	perl=TRUE
0.10.6	id=tus_00educ2	filters=list(unit = "Participation time", age = "total", acl00 = "^social|^visit", sex = "total", isced97 = "^all")	exact_match=FALSE	date_filter=eval(yr)	label=TRUE	stringsAsFactors=FALSE	force_local_filter=TRUE	ignore.case=TRUE	perl=TRUE
0.10.6	id=tus_00educ2	filters=list(unit = "Participation time", age = "total", acl00 = "^child", sex = "male", isced97 = "^all")	exact_match=FALSE	date_filter=eval(yr)	label=TRUE	stringsAsFactors=FALSE	force_local_filter=TRUE	ignore.case=TRUE	perl=TRUE
0.10.6	id=tus_00educ2	filters=list(unit = "Participation time", age = "total", acl00 = "^house", sex = "male", isced97 = "^all")	exact_match=FALSE	date_filter=eval(yr)	label=TRUE	stringsAsFactors=FALSE	force_local_filter=TRUE	ignore.case=TRUE	perl=TRUE
0.10.6	id=tus_00npaywork	filters=list(unit = "Participation time", age = "total", acl00 = "main", sex = "male")	exact_match=FALSE	date_filter=eval(yr)	label=TRUE	stringsAsFactors=FALSE	force_local_filter=TRUE	ignore.case=TRUE	perl=TRUE
0.10.6	id=tus_00age	filters=list(unit = "spent", age = "total", sex = "total", acl00 = c("sleep", "eat", "^employ", " (family|personal) care", "^leisure", "^study", "except travel"))	exact_match=FALSE	date_filter=eval(yr)	label=TRUE	ignore.case=TRUE	perl=TRUE
0.10.6	id=tus_00age	filters=list(unit = "spent", age = "total", sex = "total", acl00 = c("sleep", "eat", "^employ", " (family|personal) care", "^leisure", "^study", "except travel"))	exact_match=FALSE	date_filter=eval(yr)	label=TRUE	stringsAsFactors=FALSE	force_local_filter=TRUE	ignore.case=TRUE	perl=TRUE
0.10.6	id=tus_00age	filters=list(unit = "Participation time", age = "total", sex = "total", acl00 = c("^study", "^empl"))	exact_match=FALSE	date_filter=eval(yr)	label=TRUE	stringsAsFactors=FALSE	force_local_filter=TRUE	ignore.case=TRUE	perl=TRUE
0.10.6	id=tus_00age	filters=list(unit = "Participation time", age = "total", acl00 = "household.*care")	exact_match=FALSE	date_filter=eval(yr)	label=TRUE	stringsAsFactors=FALSE	force_local_filter=TRUE	ignore.case=TRUE	perl=TRUE
0.10.6	id=tus_00educ	filters=list(unit = "Participation rate", age = "total", acl00 = "household.*care", sex = "male", isced97 = "^all")	exact_match=FALSE	date_filter=eval(yr)	label=TRUE	stringsAsFactors=FALSE	ignore.case=TRUE	perl=TRUE
0.10.6	id=tus_00educ	filters=list(unit = "Participation rate", age = "total", acl00 = "^food|^clean", sex = "male", isced97 = "^all")	exact_match=FALSE	date_filter=eval(yr)	label=TRUE	stringsAsFactors=FALSE	ignore.case=TRUE	perl=TRUE
0.10.6	id=tus_00educ	filters=list(unit = "Participation rate", age = "total", acl00 = "^iron|^laund", sex = "male", isced97 = "^all")	exact_match=FALSE	date_filter=eval(yr)	label=TRUE	stringsAsFactors=FALSE	ignore.case=TRUE	perl=TRUE
0.10.6	id=tus_00educ	filters=list(unit = "Participation rate", age = "total", acl00 = "^shop", sex = "male", isced97 = "^all")	exact_match=FALSE	date_filter=eval(yr)	label=TRUE	stringsAsFactors=FALSE	ignore.case=TRUE	perl=TRUE
0.10.6	id=tus_00educ	filters=list(unit = "Participation rate", age = "total", acl00 = "^child|^teach", sex = "male", isced97 = "^all")	exact_match=FALSE	date_filter=eval(yr)	label=TRUE	stringsAsFactors=FALSE	ignore.case=TRUE	perl=TRUE
0.10.6	id=tus_00educ	filters=list(unit = "Participation rate", age = "total", acl00 = "^const", sex = "male", isced97 = "^all")	exact_match=FALSE	date_filter=eval(yr)	label=TRUE	stringsAsFactors=FALSE	ignore.case=TRUE	perl=TRUE
0.10.6	id=tus_00educ	filters=list(unit = "Participation rate", age = "total", acl00 = "^garden", sex = "male", isced97 = "^all")	exact_match=FALSE	date_filter=eval(yr)	label=TRUE	stringsAsFactors=FALSE	ignore.case=TRUE	perl=TRUE
0.10.6	id=tus_00educ2	filters=list(unit = "Participation time", age = "total", acl00 = "^tv|^radio", sex = "total", isced97 = "^all")	exact_match=FALSE	date_filter=eval(yr)	label=TRUE	stringsAsFactors=FALSE	force_local_filter=TRUE	ignore.case=TRUE	perl=TRUE
0.10.6	id=tus_00educ2	filters=list(unit = "Participation time", age = "total", acl00 = "^social|^visit", sex = "total", isced97 = "^all")	exact_match=FALSE	date_filter=eval(yr)	label=TRUE	stringsAsFactors=FALSE	force_local_filter=TRUE	ignore.case=TRUE	perl=TRUE
0.10.6	id=tus_00educ2	filters=list(unit = "Participation time", age = "total", acl00 = "^child", sex = "male", isced97 = "^all")	exact_match=FALSE	date_filter=eval(yr)	label=TRUE	stringsAsFactors=FALSE	force_local_filter=TRUE	ignore.case=TRUE	perl=TRUE
0.10.6	id=tus_00educ2	filters=list(unit = "Participation time", age = "total", acl00 = "^house", sex = "male", isced97 = "^all")	exact_match=FALSE	date_filter=eval(yr)	label=TRUE	stringsAsFactors=FALSE	force_local_filter=TRUE	ignore.case=TRUE	perl=TRUE
0.10.6	id=tus_00npaywork	filters=list(unit = "Participation time", age = "total", acl00 = "main", sex = "male")	exact_match=FALSE	date_filter=eval(yr)	label=TRUE	stringsAsFactors=FALSE	force_local_filter=TRUE	ignore.case=TRUE	perl=TRUE
0.10.6	id=tus_00age	filters=list(unit = "spent", age = "total", sex = "total", acl00 = c("sleep", "eat", "^employ", " (family|personal) care", "^leisure", "^study", "except travel"))	exact_match=FALSE	date_filter=eval(yr)	label=TRUE	ignore.case=TRUE	perl=TRUE
0.10.6	id=tus_00age	filters=list(unit = "spent", age = "total", sex = "total", acl00 = c("sleep", "eat", "^employ", " (family|personal) care", "^leisure", "^study", "except travel"))	exact_match=FALSE	date_filter=eval(yr)	label=TRUE	stringsAsFactors=FALSE	force_local_filter=TRUE	ignore.case=TRUE	perl=TRUE
0.10.6	id=tus_00age	filters=list(unit = "Participation time", age = "total", sex = "total", acl00 = c("^study", "^empl"))	exact_match=FALSE	date_filter=eval(yr)	label=TRUE	stringsAsFactors=FALSE	force_local_filter=TRUE	ignore.case=TRUE	perl=TRUE
0.10.6	id=tus_00age	filters=list(unit = "Participation time", age = "total", acl00 = "household.*care")	exact_match=FALSE	date_filter=eval(yr)	label=TRUE	stringsAsFactors=FALSE	force_local_filter=TRUE	ignore.case=TRUE	perl=TRUE
0.10.6	id=tus_00educ	filters=list(unit = "Participation rate", age = "total", acl00 = "household.*care", sex = "male", isced97 = "^all")	exact_match=FALSE	date_filter=eval(yr)	label=TRUE	stringsAsFactors=FALSE	ignore.case=TRUE	perl=TRUE
0.10.6	id=tus_00educ	filters=list(unit = "Participation rate", age = "total", acl00 = "^food|^clean", sex = "male", isced97 = "^all")	exact_match=FALSE	date_filter=eval(yr)	label=TRUE	stringsAsFactors=FALSE	ignore.case=TRUE	perl=TRUE
0.10.6	id=tus_00educ	filters=list(unit = "Participation rate", age = "total", acl00 = "^iron|^laund", sex = "male", isced97 = "^all")	exact_match=FALSE	date_filter=eval(yr)	label=TRUE	stringsAsFactors=FALSE	ignore.case=TRUE	perl=TRUE
0.10.6	id=tus_00educ	filters=list(unit = "Participation rate", age = "total", acl00 = "^shop", sex = "male", isced97 = "^all")	exact_match=FALSE	date_filter=eval(yr)	label=TRUE	stringsAsFactors=FALSE	ignore.case=TRUE	perl=TRUE
0.10.6	id=tus_00educ	filters=list(unit = "Participation rate", age = "total", acl00 = "^child|^teach", sex = "male", isced97 = "^all")	exact_match=FALSE	date_filter=eval(yr)	label=TRUE	stringsAsFactors=FALSE	ignore.case=TRUE	perl=TRUE
0.10.6	id=tus_00educ	filters=list(unit = "Participation rate", age = "total", acl00 = "^const", sex = "male", isced97 = "^all")	exact_match=FALSE	date_filter=eval(yr)	label=TRUE	stringsAsFactors=FALSE	ignore.case=TRUE	perl=TRUE
0.10.6	id=tus_00educ	filters=list(unit = "Participation rate", age = "total", acl00 = "^garden", sex = "male", isced97 = "^all")	exact_match=FALSE	date_filter=eval(yr)	label=TRUE	stringsAsFactors=FALSE	ignore.case=TRUE	perl=TRUE
0.10.6	id=tus_00educ2	filters=list(unit = "Participation time", age = "total", acl00 = "^tv|^radio", sex = "total", isced97 = "^all")	exact_match=FALSE	date_filter=eval(yr)	label=TRUE	stringsAsFactors=FALSE	force_local_filter=TRUE	ignore.case=TRUE	perl=TRUE
0.10.6	id=tus_00educ2	filters=list(unit = "Participation time", age = "total", acl00 = "^social|^visit", sex = "total", isced97 = "^all")	exact_match=FALSE	date_filter=eval(yr)	label=TRUE	stringsAsFactors=FALSE	force_local_filter=TRUE	ignore.case=TRUE	perl=TRUE
0.10.6	id=tus_00educ2	filters=list(unit = "Participation time", age = "total", acl00 = "^child", sex = "male", isced97 = "^all")	exact_match=FALSE	date_filter=eval(yr)	label=TRUE	stringsAsFactors=FALSE	force_local_filter=TRUE	ignore.case=TRUE	perl=TRUE
0.10.6	id=tus_00educ2	filters=list(unit = "Participation time", age = "total", acl00 = "^house", sex = "male", isced97 = "^all")	exact_match=FALSE	date_filter=eval(yr)	label=TRUE	stringsAsFactors=FALSE	force_local_filter=TRUE	ignore.case=TRUE	perl=TRUE
0.10.6	id=tus_00npaywork	filters=list(unit = "Participation time", age = "total", acl00 = "main", sex = "male")	exact_match=FALSE	date_filter=eval(yr)	label=TRUE	stringsAsFactors=FALSE	force_local_filter=TRUE	ignore.case=TRUE	perl=TRUE
