0.12.3	id=lfsa_egan22d
0.12.3	id=lfsa_egana2d
0.12.3	id=earn_ses18_04
0.12.3	id=earn_ses14_04
0.12.3	id=earn_ses10_04
0.12.3	id=earn_ses06_04
0.12.3	id=earn_ses18_27
0.12.3	id=earn_ses14_27
0.12.3	id=earn_ses10_27
0.12.3	id=earn_ses06_27
0.12.3	id=earn_ses18_30
0.12.3	id=earn_ses14_30
0.12.3	id=earn_ses10_30
0.12.3	id=earn_ses06_30
0.12.3	id=lfsa_egan22d
0.12.3	id=lfsa_egana2d
0.12.3	id=earn_ses18_04
0.12.3	id=earn_ses14_04
0.12.3	id=earn_ses10_04
0.12.3	id=earn_ses06_04
0.12.3	id=earn_ses18_27
0.12.3	id=earn_ses14_27
0.12.3	id=earn_ses10_27
0.12.3	id=earn_ses06_27
0.12.3	id=earn_ses18_30
0.12.3	id=earn_ses14_30
0.12.3	id=earn_ses10_30
0.12.3	id=earn_ses06_30
